episode,return,steps,died,epsilon
0,0.0,15,True,1.0
1,0.0,9,True,0.9997284938553872
2,0.0,33,True,0.9994569877107745
3,0.0,250,False,0.9991854815661617
4,0.0,27,True,0.998913975421549
5,0.0,116,True,0.9986424692769362
6,0.0,10,True,0.9983709631323235
7,0.0,32,True,0.9980994569877107
8,0.0,82,True,0.997827950843098
9,0.0,110,True,0.9975564446984853
10,0.0,11,True,0.9972849385538726
11,0.0,14,True,0.9970134324092598
12,0.0,7,True,0.9967419262646471
13,0.0,8,True,0.9964704201200343
14,0.0,18,True,0.9961989139754216
15,0.0,13,True,0.9959274078308088
16,0.0,5,True,0.9956559016861961
17,0.0,14,True,0.9953843955415833
18,0.0,7,True,0.9951128893969705
19,0.0,5,True,0.9948413832523578
20,0.0,40,True,0.994569877107745
21,0.0,65,True,0.9942983709631323
22,0.0,25,True,0.9940268648185195
23,0.0,8,True,0.9937553586739069
24,0.0,60,True,0.993483852529294
25,0.0,13,True,0.9932123463846814
26,0.0,14,True,0.9929408402400686
27,0.0,20,True,0.9926693340954559
28,0.0,24,True,0.9923978279508431
29,0.0,13,True,0.9921263218062304
30,0.0,72,True,0.9918548156616176
31,0.0,250,False,0.9915833095170049
32,0.0,6,True,0.9913118033723921
33,0.0,75,True,0.9910402972277794
34,0.0,23,True,0.9907687910831666
35,0.0,250,False,0.9904972849385538
36,0.0,218,True,0.9902257787939411
37,0.0,142,True,0.9899542726493283
38,0.0,31,True,0.9896827665047156
39,0.0,250,False,0.9894112603601029
40,0.0,3,True,0.9891397542154902
41,1.0,52,True,0.9888682480708774
42,0.0,11,True,0.9885967419262647
43,1.0,184,True,0.9883252357816519
44,0.0,10,True,0.9880537296370392
45,0.0,6,True,0.9877822234924264
46,0.0,17,True,0.9875107173478137
47,0.0,5,True,0.9872392112032009
48,0.0,7,True,0.9869677050585882
49,0.0,106,True,0.9866961989139754
50,0.0,93,True,0.9864246927693626
51,0.0,27,True,0.9861531866247499
52,0.0,9,True,0.9858816804801371
53,0.0,250,False,0.9856101743355244
54,0.0,47,True,0.9853386681909116
55,0.0,132,True,0.985067162046299
56,0.0,245,True,0.9847956559016862
57,0.0,250,False,0.9845241497570735
58,1.0,52,True,0.9842526436124607
59,0.0,2,True,0.983981137467848
60,0.0,25,True,0.9837096313232352
61,0.0,8,True,0.9834381251786225
62,0.0,21,True,0.9831666190340097
63,0.0,231,True,0.982895112889397
64,0.0,5,True,0.9826236067447842
65,0.0,198,True,0.9823521006001715
66,0.0,140,True,0.9820805944555587
67,0.0,17,True,0.9818090883109459
68,0.0,29,True,0.9815375821663332
69,0.0,3,True,0.9812660760217204
70,0.0,8,True,0.9809945698771078
71,0.0,8,True,0.980723063732495
72,0.0,86,True,0.9804515575878823
73,0.0,67,True,0.9801800514432695
74,0.0,9,True,0.9799085452986568
75,0.0,9,True,0.979637039154044
76,0.0,7,True,0.9793655330094313
77,0.0,5,True,0.9790940268648185
78,0.0,6,True,0.9788225207202058
79,0.0,12,True,0.978551014575593
80,0.0,76,True,0.9782795084309803
81,0.0,61,True,0.9780080022863675
82,0.0,24,True,0.9777364961417548
83,1.0,96,True,0.977464989997142
84,0.0,7,True,0.9771934838525292
85,0.0,3,True,0.9769219777079166
86,0.0,10,True,0.9766504715633038
87,0.0,11,True,0.9763789654186911
88,0.0,10,True,0.9761074592740783
89,0.0,247,True,0.9758359531294656
90,0.0,9,True,0.9755644469848528
91,0.0,139,True,0.9752929408402401
92,0.0,10,True,0.9750214346956273
93,0.0,69,True,0.9747499285510146
94,0.0,11,True,0.9744784224064018
95,0.0,28,True,0.9742069162617891
96,0.0,11,True,0.9739354101171763
97,0.0,30,True,0.9736639039725636
98,0.0,60,True,0.9733923978279508
99,0.0,83,True,0.973120891683338
100,0.0,231,True,0.9728493855387254
101,0.0,232,True,0.9725778793941126
102,0.0,167,True,0.9723063732494999
103,0.0,92,True,0.9720348671048871
104,0.0,40,True,0.9717633609602744
105,0.0,15,True,0.9714918548156616
106,0.0,3,True,0.9712203486710489
107,0.0,7,True,0.9709488425264361
108,0.0,16,True,0.9706773363818234
109,0.0,56,True,0.9704058302372106
110,0.0,63,True,0.9701343240925979
111,0.0,22,True,0.9698628179479851
112,0.0,103,True,0.9695913118033724
113,0.0,69,True,0.9693198056587596
114,0.0,32,True,0.969048299514147
115,0.0,5,True,0.9687767933695342
116,0.0,19,True,0.9685052872249214
117,0.0,18,True,0.9682337810803087
118,0.0,55,True,0.9679622749356959
119,1.0,78,True,0.9676907687910832
120,0.0,27,True,0.9674192626464704
121,0.0,16,True,0.9671477565018577
122,0.0,52,True,0.9668762503572449
123,0.0,250,False,0.9666047442126322
124,0.0,15,True,0.9663332380680194
125,0.0,250,False,0.9660617319234067
126,0.0,130,True,0.9657902257787939
127,0.0,35,True,0.9655187196341812
128,0.0,7,True,0.9652472134895684
129,0.0,210,True,0.9649757073449557
130,0.0,167,True,0.964704201200343
131,0.0,3,True,0.9644326950557303
132,0.0,37,True,0.9641611889111175
133,0.0,245,True,0.9638896827665047
134,0.0,92,True,0.963618176621892
135,0.0,45,True,0.9633466704772792
136,0.0,107,True,0.9630751643326665
137,0.0,201,True,0.9628036581880537
138,0.0,4,True,0.962532152043441
139,0.0,11,True,0.9622606458988282
140,0.0,22,True,0.9619891397542155
141,0.0,4,True,0.9617176336096027
142,0.0,3,True,0.96144612746499
143,0.0,16,True,0.9611746213203772
144,0.0,14,True,0.9609031151757645
145,0.0,25,True,0.9606316090311517
146,0.0,24,True,0.9603601028865391
147,0.0,40,True,0.9600885967419263
148,0.0,11,True,0.9598170905973136
149,0.0,44,True,0.9595455844527008
150,0.0,19,True,0.959274078308088
151,0.0,14,True,0.9590025721634753
152,0.0,12,True,0.9587310660188625
153,0.0,42,True,0.9584595598742498
154,0.0,8,True,0.958188053729637
155,0.0,56,True,0.9579165475850243
156,0.0,250,False,0.9576450414404115
157,0.0,34,True,0.9573735352957988
158,0.0,102,True,0.957102029151186
159,0.0,63,True,0.9568305230065733
160,0.0,9,True,0.9565590168619605
161,0.0,24,True,0.9562875107173479
162,0.0,3,True,0.9560160045727351
163,0.0,250,False,0.9557444984281224
164,0.0,3,True,0.9554729922835096
165,0.0,5,True,0.9552014861388969
166,0.0,191,True,0.9549299799942841
167,0.0,18,True,0.9546584738496713
168,0.0,54,True,0.9543869677050586
169,0.0,28,True,0.9541154615604458
170,0.0,250,False,0.9538439554158331
171,0.0,14,True,0.9535724492712203
172,0.0,3,True,0.9533009431266076
173,0.0,76,True,0.9530294369819948
174,0.0,11,True,0.9527579308373821
175,0.0,14,True,0.9524864246927693
176,0.0,17,True,0.9522149185481567
177,0.0,8,True,0.9519434124035439
178,0.0,3,True,0.9516719062589312
179,0.0,250,False,0.9514004001143184
180,0.0,77,True,0.9511288939697057
181,0.0,16,True,0.9508573878250929
182,0.0,3,True,0.9505858816804802
183,0.0,137,True,0.9503143755358674
