episode,return,steps,died,epsilon
116,0.0,26,True,0.944872436218109
117,1.0,106,True,0.9443971985992996
118,0.0,9,True,0.9439219609804902
119,0.0,200,False,0.9434467233616808
120,0.0,9,True,0.9429714857428715
121,0.0,23,True,0.9424962481240621
122,0.0,66,True,0.9420210105052527
123,0.0,51,True,0.9415457728864433
124,0.0,151,True,0.9410705352676338
125,0.0,128,True,0.9405952976488244
126,0.0,102,True,0.940120060030015
127,0.0,19,True,0.9396448224112056
128,0.0,13,True,0.9391695847923962
129,0.0,33,True,0.9386943471735868
130,0.0,11,True,0.9382191095547774
131,0.0,33,True,0.937743871935968
132,0.0,200,False,0.9372686343171586
133,0.0,13,True,0.9367933966983492
134,0.0,172,True,0.9363181590795397
135,3.0,96,False,0.9358429214607303
136,0.0,60,True,0.9353676838419209
137,0.0,18,True,0.9348924462231115
138,0.0,26,True,0.9344172086043021
139,0.0,19,True,0.9339419709854928
140,0.0,19,True,0.9334667333666833
141,1.0,28,True,0.932991495747874
142,1.0,103,True,0.9325162581290646
143,0.0,21,True,0.9320410205102552
144,0.0,12,True,0.9315657828914458
145,0.0,113,True,0.9310905452726363
146,0.0,20,True,0.9306153076538269
147,0.0,32,True,0.9301400700350175
148,0.0,15,True,0.9296648324162081
149,0.0,5,True,0.9291895947973987
150,0.0,13,True,0.9287143571785893
151,1.0,27,True,0.9282391195597799
152,0.0,23,True,0.9277638819409705
153,1.0,193,True,0.9272886443221611
154,0.0,22,True,0.9268134067033517
155,0.0,15,True,0.9263381690845423
156,0.0,18,True,0.9258629314657328
157,0.0,36,True,0.9253876938469234
158,0.0,21,True,0.924912456228114
159,0.0,36,True,0.9244372186093046
160,0.0,14,True,0.9239619809904953
161,1.0,90,True,0.9234867433716858
162,0.0,76,True,0.9230115057528765
163,0.0,18,True,0.9225362681340671
164,1.0,8,True,0.9220610305152577
165,0.0,141,True,0.9215857928964483
166,1.0,94,True,0.9211105552776389
167,1.0,200,False,0.9206353176588294
168,0.0,10,True,0.92016008004002
169,0.0,19,True,0.9196848424212106
170,0.0,33,True,0.9192096048024012
171,1.0,93,True,0.9187343671835918
172,1.0,12,True,0.9182591295647824
173,2.0,49,True,0.917783891945973
174,1.0,66,True,0.9173086543271636
175,2.0,200,False,0.9168334167083542
176,1.0,54,True,0.9163581790895448
177,1.0,87,True,0.9158829414707353
178,0.0,20,True,0.9154077038519259
179,0.0,44,True,0.9149324662331165
180,0.0,168,True,0.9144572286143071
181,1.0,35,True,0.9139819909954977
182,0.0,59,True,0.9135067533766883
183,2.0,105,True,0.913031515757879
184,0.0,18,True,0.9125562781390695
185,1.0,16,True,0.9120810405202602
186,0.0,120,True,0.9116058029014508
187,0.0,11,True,0.9111305652826414
188,0.0,49,True,0.910655327663832
189,0.0,17,True,0.9101800900450225
190,2.0,200,False,0.9097048524262131
191,0.0,46,True,0.9092296148074037
192,0.0,46,True,0.9087543771885943
193,2.0,200,False,0.9082791395697849
194,1.0,19,True,0.9078039019509755
195,0.0,34,True,0.9073286643321661
196,0.0,35,True,0.9068534267133567
197,2.0,131,True,0.9063781890945473
198,2.0,200,False,0.9059029514757378
199,1.0,114,True,0.9054277138569284
200,1.0,156,True,0.904952476238119
201,0.0,24,True,0.9044772386193096
202,1.0,52,True,0.9040020010005002
203,0.0,35,True,0.9035267633816908
204,0.0,26,True,0.9030515257628815
205,0.0,73,True,0.9025762881440721
206,0.0,44,True,0.9021010505252627
207,2.0,200,False,0.9016258129064533
208,0.0,29,True,0.9011505752876439
209,2.0,177,True,0.9006753376688345
210,2.0,105,True,0.900200100050025
211,0.0,50,True,0.8997248624312156
212,1.0,41,True,0.8992496248124062
213,0.0,38,True,0.8987743871935968
214,0.0,111,True,0.8982991495747874
215,0.0,124,True,0.897823911955978
216,0.0,23,True,0.8973486743371686
217,0.0,28,True,0.8968734367183592
218,1.0,20,True,0.8963981990995498
219,0.0,96,True,0.8959229614807404
220,0.0,200,False,0.8954477238619309
221,0.0,77,True,0.8949724862431215
222,0.0,38,True,0.8944972486243121
223,2.0,84,True,0.8940220110055027
224,0.0,46,True,0.8935467733866933
225,1.0,32,True,0.893071535767884
226,1.0,50,True,0.8925962981490745
227,0.0,34,True,0.8921210605302652
228,2.0,170,True,0.8916458229114558
229,0.0,10,True,0.8911705852926464
230,0.0,31,True,0.890695347673837
231,3.0,86,False,0.8902201100550275
232,0.0,11,True,0.8897448724362181
233,0.0,102,True,0.8892696348174087
234,0.0,29,True,0.8887943971985993
235,0.0,64,True,0.8883191595797899
236,1.0,23,True,0.8878439219609805
237,0.0,52,True,0.8873686843421711
238,0.0,21,True,0.8868934467233617
239,0.0,17,True,0.8864182091045523
240,2.0,193,True,0.8859429714857429
241,0.0,56,True,0.8854677338669334
242,1.0,38,True,0.884992496248124
243,0.0,45,True,0.8845172586293146
244,2.0,82,True,0.8840420210105052
245,3.0,120,False,0.8835667833916958
246,0.0,86,True,0.8830915457728865
247,0.0,19,True,0.882616308154077
248,2.0,170,True,0.8821410705352677
249,0.0,15,True,0.8816658329164582
250,0.0,18,True,0.8811905952976489
251,0.0,73,True,0.8807153576788395
252,2.0,140,True,0.88024012006003
253,0.0,84,True,0.8797648824412206
254,0.0,10,True,0.8792896448224112
255,0.0,42,True,0.8788144072036018
256,0.0,68,True,0.8783391695847924
257,0.0,48,True,0.877863931965983
258,0.0,6,True,0.8773886943471736
259,0.0,32,True,0.8769134567283642
260,0.0,34,True,0.8764382191095548
261,2.0,200,False,0.8759629814907454
262,0.0,107,True,0.875487743871936
263,0.0,16,True,0.8750125062531265
264,0.0,47,True,0.8745372686343171
265,1.0,13,True,0.8740620310155077
266,2.0,123,True,0.8735867933966983
267,1.0,45,True,0.873111555777889
268,0.0,26,True,0.8726363181590795
269,1.0,23,True,0.8721610805402702
270,1.0,68,True,0.8716858429214607
271,0.0,23,True,0.8712106053026514
272,0.0,38,True,0.8707353676838419
273,2.0,171,True,0.8702601300650326
274,0.0,106,True,0.8697848924462231
275,2.0,149,True,0.8693096548274137
276,0.0,36,True,0.8688344172086043
277,0.0,37,True,0.8683591795897949
278,2.0,200,False,0.8678839419709855
279,0.0,17,True,0.8674087043521761
280,0.0,45,True,0.8669334667333667
281,0.0,89,True,0.8664582291145573
282,0.0,11,True,0.8659829914957479
283,0.0,51,True,0.8655077538769385
284,0.0,13,True,0.865032516258129
285,0.0,9,True,0.8645572786393196
286,1.0,15,True,0.8640820410205102
287,0.0,24,True,0.8636068034017008
288,3.0,146,False,0.8631315657828915
289,0.0,60,True,0.862656328164082
290,0.0,49,True,0.8621810905452727
291,1.0,67,True,0.8617058529264632
292,0.0,7,True,0.8612306153076539
293,0.0,35,True,0.8607553776888444
294,0.0,67,True,0.8602801400700351
295,0.0,8,True,0.8598049024512256
296,0.0,19,True,0.8593296648324162
297,0.0,44,True,0.8588544272136068
298,2.0,200,False,0.8583791895947974
299,0.0,6,True,0.857903951975988
300,1.0,200,False,0.8574287143571786
301,1.0,34,True,0.8569534767383692
302,0.0,103,True,0.8564782391195598
303,2.0,200,False,0.8560030015007504
304,0.0,17,True,0.855527763881941
305,1.0,23,True,0.8550525262631316
306,0.0,48,True,0.8545772886443221
307,0.0,7,True,0.8541020510255127
308,1.0,25,True,0.8536268134067033
309,2.0,151,True,0.853151575787894
310,0.0,14,True,0.8526763381690845
311,1.0,71,True,0.8522011005502752
312,0.0,115,True,0.8517258629314657
313,1.0,26,True,0.8512506253126564
314,1.0,28,True,0.850775387693847
315,3.0,135,False,0.8503001500750376
316,0.0,21,True,0.8498249124562282
317,1.0,50,True,0.8493496748374187
318,2.0,142,True,0.8488744372186093
319,0.0,39,True,0.8483991995997999
320,0.0,39,True,0.8479239619809905
321,2.0,132,True,0.8474487243621811
322,0.0,23,True,0.8469734867433717
323,0.0,38,True,0.8464982491245623
324,0.0,11,True,0.8460230115057529
325,0.0,66,True,0.8455477738869435
326,0.0,121,True,0.8450725362681341
327,0.0,29,True,0.8445972986493246
328,2.0,86,True,0.8441220610305152
329,0.0,14,True,0.8436468234117058
330,2.0,195,True,0.8431715857928964
331,1.0,31,True,0.842696348174087
332,0.0,11,True,0.8422211105552776
333,0.0,22,True,0.8417458729364682
334,0.0,58,True,0.8412706353176589
335,0.0,33,True,0.8407953976988495
336,0.0,83,True,0.8403201600800401
337,1.0,28,True,0.8398449224612307
338,0.0,11,True,0.8393696848424212
339,0.0,22,True,0.8388944472236118
340,0.0,40,True,0.8384192096048024
341,0.0,39,True,0.837943971985993
342,1.0,26,True,0.8374687343671836
343,2.0,27,True,0.8369934967483742
344,0.0,8,True,0.8365182591295648
345,0.0,7,True,0.8360430215107554
346,0.0,25,True,0.835567783891946
347,2.0,79,True,0.8350925462731366
348,0.0,73,True,0.8346173086543272
349,2.0,88,True,0.8341420710355177
350,2.0,148,True,0.8336668334167083
351,0.0,15,True,0.8331915957978989
352,0.0,18,True,0.8327163581790895
353,2.0,182,True,0.8322411205602802
354,1.0,22,True,0.8317658829414707
355,0.0,77,True,0.8312906453226614
356,0.0,9,True,0.8308154077038519
357,0.0,103,True,0.8303401700850426
358,2.0,173,True,0.829864932466233
359,2.0,72,True,0.8293896948474238
360,0.0,81,True,0.8289144572286143
361,0.0,18,True,0.8284392196098049
362,0.0,37,True,0.8279639819909955
363,2.0,174,True,0.8274887443721861
364,0.0,35,True,0.8270135067533767
365,0.0,60,True,0.8265382691345673
366,2.0,111,True,0.8260630315157579
367,1.0,25,True,0.8255877938969485
368,0.0,85,True,0.8251125562781391
369,1.0,35,True,0.8246373186593297
370,1.0,59,True,0.8241620810405202
371,2.0,126,True,0.8236868434217108
372,0.0,10,True,0.8232116058029014
373,3.0,116,False,0.822736368184092
374,0.0,8,True,0.8222611305652827
375,0.0,135,True,0.8217858929464732
376,0.0,12,True,0.8213106553276639
377,1.0,28,True,0.8208354177088544
378,0.0,43,True,0.8203601800900451
379,0.0,68,True,0.8198849424712356
380,3.0,112,False,0.8194097048524263
381,2.0,74,True,0.8189344672336168
382,1.0,34,True,0.8184592296148074
383,0.0,13,True,0.817983991995998
384,0.0,15,True,0.8175087543771886
385,0.0,13,True,0.8170335167583792
386,1.0,10,True,0.8165582791395698
387,2.0,93,True,0.8160830415207604
388,0.0,62,True,0.815607803901951
389,3.0,71,False,0.8151325662831416
390,0.0,132,True,0.8146573286643322
391,0.0,9,True,0.8141820910455227
392,0.0,43,True,0.8137068534267133
393,3.0,149,False,0.8132316158079039
394,0.0,47,True,0.8127563781890945
395,0.0,61,True,0.8122811405702852
396,0.0,7,True,0.8118059029514757
397,0.0,26,True,0.8113306653326664
398,0.0,53,True,0.8108554277138569
399,1.0,68,True,0.8103801900950476
400,0.0,11,True,0.8099049524762382
401,0.0,69,True,0.8094297148574288
402,0.0,70,True,0.8089544772386194
403,0.0,27,True,0.8084792396198099
404,2.0,200,False,0.8080040020010005
405,2.0,130,True,0.8075287643821911
406,0.0,23,True,0.8070535267633817
407,0.0,21,True,0.8065782891445723
408,0.0,7,True,0.8061030515257629
409,0.0,11,True,0.8056278139069535
410,0.0,56,True,0.8051525762881441
411,2.0,72,True,0.8046773386693347
412,0.0,57,True,0.8042021010505253
413,0.0,50,True,0.8037268634317158
414,0.0,35,True,0.8032516258129064
415,0.0,88,True,0.802776388194097
416,2.0,97,True,0.8023011505752876
417,0.0,19,True,0.8018259129564782
418,0.0,17,True,0.8013506753376689
419,2.0,49,True,0.8008754377188594
420,2.0,67,True,0.8004002001000501
421,0.0,42,True,0.7999249624812407
422,3.0,194,False,0.7994497248624313
423,0.0,12,True,0.7989744872436219
424,2.0,97,True,0.7984992496248124
425,2.0,101,True,0.798024012006003
426,2.0,34,True,0.7975487743871936
427,0.0,64,True,0.7970735367683842
428,3.0,89,False,0.7965982991495748
429,0.0,22,True,0.7961230615307654
430,0.0,14,True,0.795647823911956
431,1.0,19,True,0.7951725862931466
432,0.0,12,True,0.7946973486743372
433,1.0,25,True,0.7942221110555278
434,2.0,157,True,0.7937468734367183
435,1.0,25,True,0.7932716358179089
436,3.0,99,False,0.7927963981990995
437,2.0,32,True,0.7923211605802901
438,0.0,57,True,0.7918459229614807
439,2.0,53,True,0.7913706853426714
440,2.0,70,True,0.7908954477238619
441,0.0,10,True,0.7904202101050526
442,1.0,10,True,0.7899449724862431
443,0.0,12,True,0.7894697348674338
444,0.0,17,True,0.7889944972486242
445,2.0,95,True,0.788519259629815
446,0.0,35,True,0.7880440220110055
447,3.0,197,False,0.7875687843921961
448,0.0,30,True,0.7870935467733867
449,1.0,12,True,0.7866183091545773
450,1.0,43,True,0.7861430715357679
451,3.0,175,False,0.7856678339169585
452,2.0,138,True,0.7851925962981491
453,2.0,102,True,0.7847173586793397
454,0.0,23,True,0.7842421210605303
455,0.0,8,True,0.7837668834417209
456,1.0,28,True,0.7832916458229114
457,2.0,56,True,0.782816408204102
458,0.0,25,True,0.7823411705852926
459,3.0,130,False,0.7818659329664832
460,3.0,103,False,0.7813906953476739
461,0.0,14,True,0.7809154577288644
462,0.0,10,True,0.7804402201100551
463,0.0,15,True,0.7799649824912456
464,2.0,57,True,0.7794897448724363
465,0.0,16,True,0.7790145072536268
466,1.0,18,True,0.7785392696348175
467,0.0,39,True,0.778064032016008
468,2.0,77,True,0.7775887943971986
469,0.0,6,True,0.7771135567783892
470,1.0,21,True,0.7766383191595798
471,3.0,55,False,0.7761630815407704
472,3.0,83,False,0.775687843921961
473,1.0,31,True,0.7752126063031516
474,0.0,35,True,0.7747373686843422
475,2.0,51,True,0.7742621310655328
476,0.0,27,True,0.7737868934467234
477,3.0,92,False,0.773311655827914
478,2.0,79,True,0.7728364182091045
479,2.0,117,True,0.7723611805902952
480,3.0,56,False,0.7718859429714857
481,0.0,25,True,0.7714107053526764
482,2.0,58,True,0.7709354677338669
483,0.0,14,True,0.7704602301150575
484,3.0,61,False,0.7699849924962481
485,0.0,46,True,0.7695097548774388
486,1.0,18,True,0.7690345172586294
487,0.0,8,True,0.76855927963982
488,0.0,29,True,0.7680840420210105
489,3.0,78,False,0.7676088044022011
490,0.0,33,True,0.7671335667833917
491,0.0,7,True,0.7666583291645823
492,3.0,56,False,0.7661830915457729
493,3.0,64,False,0.7657078539269635
494,0.0,11,True,0.7652326163081541
495,0.0,45,True,0.7647573786893447
496,0.0,11,True,0.7642821410705353
497,0.0,25,True,0.7638069034517259
498,0.0,33,True,0.7633316658329165
499,3.0,83,False,0.762856428214107
500,3.0,103,False,0.7623811905952976
501,0.0,18,True,0.7619059529764882
502,0.0,23,True,0.7614307153576788
503,2.0,80,True,0.7609554777388694
504,2.0,120,True,0.7604802401200601
505,0.0,37,True,0.7600050025012506
506,3.0,84,False,0.7595297648824413
507,0.0,43,True,0.7590545272636319
508,0.0,10,True,0.7585792896448225
509,0.0,10,True,0.758104052026013
510,0.0,19,True,0.7576288144072036
511,1.0,79,True,0.7571535767883942
512,3.0,94,False,0.7566783391695848
513,1.0,27,True,0.7562031015507754
514,0.0,18,True,0.755727863931966
515,1.0,20,True,0.7552526263131566
516,3.0,79,False,0.7547773886943472
517,3.0,85,False,0.7543021510755378
518,0.0,14,True,0.7538269134567284
519,3.0,74,False,0.753351675837919
520,3.0,74,False,0.7528764382191095
521,0.0,9,True,0.7524012006003001
522,0.0,41,True,0.7519259629814907
523,3.0,110,False,0.7514507253626814
524,3.0,130,False,0.7509754877438719
525,3.0,98,False,0.7505002501250625
526,1.0,25,True,0.7500250125062531
527,3.0,110,False,0.7495497748874438
528,0.0,12,True,0.7490745372686343
529,3.0,60,False,0.748599299649825
530,0.0,10,True,0.7481240620310154
531,0.0,20,True,0.7476488244122061
532,0.0,41,True,0.7471735867933967
533,3.0,108,False,0.7466983491745873
534,1.0,16,True,0.7462231115557779
535,0.0,30,True,0.7457478739369685
536,0.0,13,True,0.7452726363181591
537,3.0,69,False,0.7447973986993497
538,0.0,9,True,0.7443221610805403
539,1.0,22,True,0.7438469234617309
540,0.0,13,True,0.7433716858429215
541,2.0,18,True,0.742896448224112
542,3.0,68,False,0.7424212106053026
543,3.0,110,False,0.7419459729864932
544,1.0,18,True,0.7414707353676838
545,0.0,11,True,0.7409954977488744
546,3.0,81,False,0.7405202601300651
547,3.0,69,False,0.7400450225112556
548,3.0,121,False,0.7395697848924463
549,1.0,29,True,0.7390945472736368
550,0.0,6,True,0.7386193096548275
551,0.0,14,True,0.7381440720360181
552,2.0,107,True,0.7376688344172087
553,1.0,34,True,0.7371935967983991
554,0.0,29,True,0.7367183591795898
555,3.0,50,False,0.7362431215607803
556,3.0,45,False,0.735767883941971
557,0.0,29,True,0.7352926463231616
558,0.0,15,True,0.7348174087043522
559,3.0,76,False,0.7343421710855428
560,2.0,58,True,0.7338669334667334
561,1.0,28,True,0.733391695847924
562,0.0,77,True,0.7329164582291146
563,1.0,27,True,0.7324412206103051
564,3.0,29,False,0.7319659829914957
565,3.0,72,False,0.7314907453726864
566,1.0,33,True,0.7310155077538769
567,0.0,16,True,0.7305402701350676
568,1.0,22,True,0.7300650325162581
569,1.0,9,True,0.7295897948974488
570,1.0,45,True,0.7291145572786393
571,3.0,65,False,0.72863931965983
572,1.0,44,True,0.7281640820410205
573,3.0,48,False,0.7276888444222112
574,1.0,26,True,0.7272136068034016
575,1.0,61,True,0.7267383691845923
576,0.0,5,True,0.7262631315657829
577,1.0,51,True,0.7257878939469735
578,1.0,17,True,0.725312656328164
579,3.0,53,False,0.7248374187093547
580,0.0,16,True,0.7243621810905453
581,3.0,93,False,0.7238869434717359
582,0.0,22,True,0.7234117058529265
583,0.0,15,True,0.7229364682341171
584,3.0,45,False,0.7224612306153078
585,0.0,17,True,0.7219859929964982
586,3.0,115,False,0.7215107553776888
587,3.0,58,False,0.7210355177588794
588,0.0,79,True,0.7205602801400701
589,1.0,47,True,0.7200850425212606
590,3.0,60,False,0.7196098049024513
591,3.0,57,False,0.7191345672836418
592,0.0,26,True,0.7186593296648325
593,3.0,109,False,0.718184092046023
594,0.0,9,True,0.7177088544272137
595,1.0,14,True,0.7172336168084043
596,3.0,43,False,0.7167583791895948
597,3.0,59,False,0.7162831415707853
598,3.0,59,False,0.715807903951976
599,3.0,37,False,0.7153326663331666
600,0.0,15,True,0.7148574287143572
601,3.0,46,False,0.7143821910955478
602,0.0,20,True,0.7139069534767384
603,1.0,21,True,0.713431715857929
604,3.0,36,False,0.7129564782391196
605,3.0,73,False,0.7124812406203102
606,3.0,79,False,0.7120060030015007
607,0.0,48,True,0.7115307653826914
608,3.0,70,False,0.7110555277638819
609,3.0,58,False,0.7105802901450726
610,1.0,13,True,0.7101050525262631
611,0.0,22,True,0.7096298149074537
612,1.0,53,True,0.7091545772886443
613,1.0,60,True,0.708679339669835
614,3.0,61,False,0.7082041020510255
615,3.0,117,False,0.7077288644322162
616,0.0,23,True,0.7072536268134066
617,3.0,94,False,0.7067783891945973
618,3.0,108,False,0.7063031515757879
619,3.0,50,False,0.7058279139569785
620,0.0,30,True,0.7053526763381691
621,3.0,49,False,0.7048774387193597
622,3.0,47,False,0.7044022011005503
623,0.0,20,True,0.7039269634817409
624,1.0,18,True,0.7034517258629315
625,3.0,72,False,0.7029764882441221
626,1.0,52,True,0.7025012506253127
627,0.0,47,True,0.7020260130065032
628,0.0,23,True,0.701550775387694
629,3.0,69,False,0.7010755377688844
630,3.0,49,False,0.700600300150075
631,3.0,68,False,0.7001250625312656
632,0.0,16,True,0.6996498249124563
633,1.0,60,True,0.6991745872936468
634,1.0,17,True,0.6986993496748375
635,0.0,6,True,0.698224112056028
636,3.0,68,False,0.6977488744372187
637,3.0,39,False,0.6972736368184093
638,3.0,89,False,0.6967983991995998
639,3.0,73,False,0.6963231615807903
640,1.0,36,True,0.695847923961981
641,3.0,98,False,0.6953726863431715
642,1.0,13,True,0.6948974487243622
643,3.0,87,False,0.6944222111055528
644,1.0,28,True,0.6939469734867434
645,3.0,40,False,0.693471735867934
646,3.0,43,False,0.6929964982491246
647,3.0,91,False,0.6925212606303152
648,1.0,15,True,0.6920460230115058
649,3.0,85,False,0.6915707853926963
650,0.0,13,True,0.6910955477738869
651,0.0,24,True,0.6906203101550776
652,0.0,14,True,0.6901450725362681
653,0.0,13,True,0.6896698349174588
654,3.0,80,False,0.6891945972986493
655,3.0,76,False,0.68871935967984
656,0.0,5,True,0.6882441220610305
657,1.0,22,True,0.6877688844422212
658,0.0,28,True,0.6872936468234117
659,0.0,21,True,0.6868184092046024
660,1.0,44,True,0.6863431715857928
661,0.0,5,True,0.6858679339669835
662,0.0,8,True,0.6853926963481741
663,0.0,21,True,0.6849174587293647
664,0.0,8,True,0.6844422211105552
665,0.0,9,True,0.6839669834917459
666,0.0,9,True,0.6834917458729365
667,3.0,151,False,0.6830165082541271
668,3.0,74,False,0.6825412706353177
669,0.0,6,True,0.6820660330165083
670,0.0,15,True,0.681590795397699
671,1.0,24,True,0.6811155577788894
672,3.0,67,False,0.68064032016008
673,3.0,69,False,0.6801650825412706
674,1.0,40,True,0.6796898449224613
675,1.0,37,True,0.6792146073036518
676,1.0,27,True,0.6787393696848425
677,1.0,40,True,0.678264132066033
678,3.0,50,False,0.6777888944472237
679,0.0,9,True,0.6773136568284142
680,3.0,82,False,0.6768384192096049
681,0.0,8,True,0.6763631815907954
682,0.0,7,True,0.675887943971986
683,1.0,11,True,0.6754127063531765
684,0.0,7,True,0.6749374687343672
685,3.0,59,False,0.6744622311155578
686,0.0,6,True,0.6739869934967484
687,0.0,5,True,0.673511755877939
688,0.0,13,True,0.6730365182591296
689,3.0,54,False,0.6725612806403203
690,0.0,28,True,0.6720860430215108
691,3.0,54,False,0.6716108054027013
692,3.0,61,False,0.6711355677838919
693,0.0,10,True,0.6706603301650826
694,3.0,49,False,0.6701850925462731
695,3.0,48,False,0.6697098549274638
696,0.0,7,True,0.6692346173086543
697,3.0,89,False,0.6687593796898449
698,3.0,64,False,0.6682841420710355
699,0.0,6,True,0.6678089044522262
700,1.0,16,True,0.6673336668334167
701,3.0,31,False,0.6668584292146074
702,3.0,34,False,0.6663831915957978
703,1.0,17,True,0.6659079539769885
704,0.0,33,True,0.6654327163581791
705,0.0,9,True,0.6649574787393697
706,3.0,79,False,0.6644822411205603
707,3.0,76,False,0.6640070035017509
708,3.0,40,False,0.6635317658829415
709,3.0,39,False,0.6630565282641321
710,3.0,42,False,0.6625812906453227
711,3.0,48,False,0.6621060530265133
712,3.0,40,False,0.6616308154077039
713,1.0,10,True,0.6611555777888944
714,3.0,72,False,0.6606803401700851
715,1.0,26,True,0.6602051025512756
716,3.0,54,False,0.6597298649324662
717,3.0,59,False,0.6592546273136568
718,3.0,62,False,0.6587793896948475
719,3.0,51,False,0.658304152076038
720,3.0,48,False,0.6578289144572287
721,3.0,43,False,0.6573536768384192
722,3.0,48,False,0.6568784392196099
723,3.0,79,False,0.6564032016008003
724,1.0,23,True,0.655927963981991
725,1.0,16,True,0.6554527263631815
726,1.0,19,True,0.6549774887443722
727,1.0,16,True,0.6545022511255627
728,0.0,41,True,0.6540270135067534
729,3.0,40,False,0.653551775887944
730,0.0,8,True,0.6530765382691346
731,3.0,68,False,0.6526013006503252
732,0.0,15,True,0.6521260630315158
733,0.0,10,True,0.6516508254127064
734,3.0,39,False,0.651175587793897
735,0.0,26,True,0.6507003501750875
736,3.0,103,False,0.6502251125562781
737,0.0,7,True,0.6497498749374688
738,3.0,32,False,0.6492746373186593
