episode,return,steps,died,epsilon
0,0.0,73,True,1.0
1,0.0,21,True,0.9996832277425809
2,0.0,8,True,0.9993664554851617
3,0.0,6,True,0.9990496832277426
4,1.0,155,True,0.9987329109703235
5,0.0,36,True,0.9984161387129044
6,0.0,8,False,0.9980993664554851
